StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent Form_First Click,Consent Form_Last Click,Consent Form_Page Submit,Consent Form_Click Count,Prolific ID_First Click,Prolific ID_Last Click,Prolific ID_Page Submit,Prolific ID_Click Count,Prolific ID,Visualization_First Click,Visualization_Last Click,Visualization_Page Submit,Visualization_Click Count,Knowledge_First Click,Knowledge_Last Click,Knowledge_Page Submit,Knowledge_Click Count,Knowledge,Comprehension_First Click,Comprehension_Last Click,Comprehension_Page Submit,Comprehension_Click Count,Comprehension,Application_First Click,Application_Last Click,Application_Page Submit,Application_Click Count,Application,Analysis_First Click,Analysis_Last Click,Analysis_Page Submit,Analysis_Click Count,Analysis,Synthesis_First Click,Synthesis_Last Click,Synthesis_Page Submit,Synthesis_Click Count,Synthesis,Evaluation_First Click,Evaluation_Last Click,Evaluation_Page Submit,Evaluation_Click Count,Evaluation,Survey-Timer_First Click,Survey-Timer_Last Click,Survey-Timer_Page Submit,Survey-Timer_Click Count,S1,S3,S4,S4_3_TEXT,S5,S6,PROLIFIC_PID,Condition,Visualization,Q61_6_TEXT - Parent Topics,Q61_6_TEXT - Sentiment Polarity,Q61_6_TEXT - Sentiment Score,Q61_6_TEXT - Sentiment,Q61_6_TEXT - Topics,Q61_6_TEXT - Topic Sentiment Label,Q61_6_TEXT - Topic Sentiment Score
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,"Before you start, please switch off phone, email, and music so you can focus on this study. Thank you!
 
Please check that your prolific ID is entered correctly here:",Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,How many hospitalizations per 100k people were there in Florida 2 weeks ago?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Describe what this data visualization tells you.,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Calculate the difference in the number of hospitalizations over the last two weeks in Oklahoma.,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,What are the overall trends in COVID 19 hospitalization over the last 2 weeks?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Predict how hospitalization rates might change in Arkansas and in Rhode Island in the next 2 weeks.,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,"Using evidence from this graph, describe measures that could help to reduce the number of COVID hospitalizations across the US.",Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,"On a scale of 1 to 10, how hard did you find this visualization to understand?",How old are you?,Which best describes your gender? Please choose as many options as apply. - Selected Choice,Which best describes your gender? Please choose as many options as apply. - Another option not listed here (please specify): - Text,What is your highest level of formal education?,How carefully did you complete this survey? Please answer honestly. Your payment does NOT depend on your response to this question.,PROLIFIC_PID,Condition,Visualization,Q61_6_TEXT - Parent Topics,Q61_6_TEXT - Sentiment Polarity,Q61_6_TEXT - Sentiment Score,Q61_6_TEXT - Sentiment,Q61_6_TEXT - Topics,Q61_6_TEXT - Topic Sentiment Label,Q61_6_TEXT - Topic Sentiment Score
"{""ImportId"":""startDate"",""timeZone"":""America/Denver""}","{""ImportId"":""endDate"",""timeZone"":""America/Denver""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/Denver""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID230_FIRST_CLICK""}","{""ImportId"":""QID230_LAST_CLICK""}","{""ImportId"":""QID230_PAGE_SUBMIT""}","{""ImportId"":""QID230_CLICK_COUNT""}","{""ImportId"":""QID229_FIRST_CLICK""}","{""ImportId"":""QID229_LAST_CLICK""}","{""ImportId"":""QID229_PAGE_SUBMIT""}","{""ImportId"":""QID229_CLICK_COUNT""}","{""ImportId"":""QID151_TEXT""}","{""ImportId"":""QID296_FIRST_CLICK""}","{""ImportId"":""QID296_LAST_CLICK""}","{""ImportId"":""QID296_PAGE_SUBMIT""}","{""ImportId"":""QID296_CLICK_COUNT""}","{""ImportId"":""QID297_FIRST_CLICK""}","{""ImportId"":""QID297_LAST_CLICK""}","{""ImportId"":""QID297_PAGE_SUBMIT""}","{""ImportId"":""QID297_CLICK_COUNT""}","{""ImportId"":""QID299_TEXT""}","{""ImportId"":""QID300_FIRST_CLICK""}","{""ImportId"":""QID300_LAST_CLICK""}","{""ImportId"":""QID300_PAGE_SUBMIT""}","{""ImportId"":""QID300_CLICK_COUNT""}","{""ImportId"":""QID302_TEXT""}","{""ImportId"":""QID303_FIRST_CLICK""}","{""ImportId"":""QID303_LAST_CLICK""}","{""ImportId"":""QID303_PAGE_SUBMIT""}","{""ImportId"":""QID303_CLICK_COUNT""}","{""ImportId"":""QID305_TEXT""}","{""ImportId"":""QID306_FIRST_CLICK""}","{""ImportId"":""QID306_LAST_CLICK""}","{""ImportId"":""QID306_PAGE_SUBMIT""}","{""ImportId"":""QID306_CLICK_COUNT""}","{""ImportId"":""QID308_TEXT""}","{""ImportId"":""QID309_FIRST_CLICK""}","{""ImportId"":""QID309_LAST_CLICK""}","{""ImportId"":""QID309_PAGE_SUBMIT""}","{""ImportId"":""QID309_CLICK_COUNT""}","{""ImportId"":""QID311_TEXT""}","{""ImportId"":""QID312_FIRST_CLICK""}","{""ImportId"":""QID312_LAST_CLICK""}","{""ImportId"":""QID312_PAGE_SUBMIT""}","{""ImportId"":""QID312_CLICK_COUNT""}","{""ImportId"":""QID314_TEXT""}","{""ImportId"":""QID228_FIRST_CLICK""}","{""ImportId"":""QID228_LAST_CLICK""}","{""ImportId"":""QID228_PAGE_SUBMIT""}","{""ImportId"":""QID228_CLICK_COUNT""}","{""ImportId"":""QID315""}","{""ImportId"":""QID101""}","{""ImportId"":""QID102""}","{""ImportId"":""QID102_5_TEXT""}","{""ImportId"":""QID105""}","{""ImportId"":""QID138""}","{""ImportId"":""PROLIFIC_PID""}","{""ImportId"":""Condition""}","{""ImportId"":""Visualization""}","{""ImportId"":""QID246_6_TEXT_ee7729023d494959b3acf722ParTopics""}","{""ImportId"":""QID246_6_TEXT_ee7729023d494959b3acf722SenPol""}","{""ImportId"":""QID246_6_TEXT_ee7729023d494959b3acf722SenScore""}","{""ImportId"":""QID246_6_TEXT_ee7729023d494959b3acf722Sentiment""}","{""ImportId"":""QID246_6_TEXT_ee7729023d494959b3acf722Topics""}","{""ImportId"":""QID246_6_TEXT_ee7729023d494959b3acf72TopicSenLabel""}","{""ImportId"":""QID246_6_TEXT_ee7729023d494959b3acf72TopicSenScore""}"
2021-08-14 16:34:55,2021-08-14 16:36:49,IP Address,71.192.175.162,100,114,True,2021-08-14 16:36:49,R_2chIbeGNThtp7BL,,,,,42.34979248046875,-71.07649993896484375,anonymous,EN,0,0,3.971,0,2.314,2.314,5.914,1,A7dfsd,0,0,11.455,0,1.603,1.603,6.139,1,10,1.723,4.579,6.338,2,not much,4.105,4.105,6.102,1,15,4.191,4.191,10.053,1,increased,1.661,1.661,11.653,1,"continue to grow, continue to fall",2.838,2.838,8.442,1,increase the number of vaccinated,2.9,27.014,28.612,12,7,40-49,Transgender,,Some high school or less,Slightly carefully,,,,,,,,,,
2021-08-15 08:46:05,2021-08-15 08:46:05,Survey Test,,100,0,True,2021-08-15 08:46:05,R_9Eo4NdR32bHbvM2,,,,,42.34979248046875,-71.07649993896484375,test,,1.0300000000000000266453525910037569701671600341796875,7.9000000000000003552713678800500929355621337890625,5.44000000000000039079850466805510222911834716796875,22,1.649999999999999911182158029987476766109466552734375,5.13999999999999968025576890795491635799407958984375,6.29000000000000003552713678800500929355621337890625,44,Vitae at fermentum accusamus consequat? Fringilla fringilla gravida sodales praesent euismod.,9.269999999999999573674358543939888477325439453125,9.3699999999999992184029906638897955417633056640625,9.5600000000000004973799150320701301097869873046875,38,3.95999999999999996447286321199499070644378662109375,4.0999999999999996447286321199499070644378662109375,5.80999999999999960920149533194489777088165283203125,20,"Potenti. Cursus consectetuer pharetra, ab. Faucibus ligula ipsum sem ultricies fusce.",1.979999999999999982236431605997495353221893310546875,4.57000000000000028421709430404007434844970703125,4.04999999999999982236431605997495353221893310546875,42,Bibendum porta fringilla! Morbi. Ab. Scelerisque imperdiet et vivamus rutrum tincidunt? Amet.,2.140000000000000124344978758017532527446746826171875,4.910000000000000142108547152020037174224853515625,2.529999999999999804600747665972448885440826416015625,5,Vel proin. Sit commodo scelerisque curabitur mi purus ultricies egestas. Vestibulum. Lorem.,6.80999999999999960920149533194489777088165283203125,7.9199999999999999289457264239899814128875732421875,8.0600000000000004973799150320701301097869873046875,33,Vitae dignissim amet aenean sit magnis erat pede pellentesque? Dui vestibulum orci commodo.,1.899999999999999911182158029987476766109466552734375,7.839999999999999857891452847979962825775146484375,2.2400000000000002131628207280300557613372802734375,9,At vitae faucibus ab ab vulputate per facilisis gravida! Pellentesque gravida! Ultricies atque.,5.20000000000000017763568394002504646778106689453125,6.29000000000000003552713678800500929355621337890625,8.21000000000000085265128291212022304534912109375,5,Wisi pretium lorem dapibus posuere vivamus enim tempora tempor! Velit pretium vulputate rutrum nulla eget.,2.79999999999999982236431605997495353221893310546875,5.86000000000000031974423109204508364200592041015625,9.230000000000000426325641456060111522674560546875,8,6,50-64,Male,,Some college or associate's degree,Slightly carefully,,static,scatter arrows,,,,,,,
2021-08-15 08:46:06,2021-08-15 08:46:06,Survey Test,,100,0,True,2021-08-15 08:46:06,R_cTmt6CiQWF5yInQ,,,,,42.34979248046875,-71.07649993896484375,test,,7.88999999999999968025576890795491635799407958984375,7.95999999999999996447286321199499070644378662109375,9.519999999999999573674358543939888477325439453125,14,1.9099999999999999200639422269887290894985198974609375,5.38999999999999968025576890795491635799407958984375,9.57000000000000028421709430404007434844970703125,29,"Mauris praesent iaculis phasellus massa scelerisque rutrum tempor vulputate, faucibus.",5.67999999999999971578290569595992565155029296875,6.03000000000000024868995751603506505489349365234375,9.0299999999999993605115378159098327159881591796875,7,3.689999999999999946709294817992486059665679931640625,7.8300000000000000710542735760100185871124267578125,8.6699999999999999289457264239899814128875732421875,8,"Lacus rutrum euismod. Sit euismod lacus vivamus tellus blandit, neque etiam mauris. Sagittis eros.",9.949999999999999289457264239899814128875732421875,9.96000000000000085265128291212022304534912109375,9.96000000000000085265128291212022304534912109375,41,Metus! Imperdiet! Maecenas ultricies eu etiam velit maecenas tellus mauris.,1.20999999999999996447286321199499070644378662109375,7.30999999999999960920149533194489777088165283203125,4.55999999999999960920149533194489777088165283203125,46,Venenatis volutpat! Nulla interdum consectetuer. Pharetra ullamcorper orci euismod nonummy.,7.5800000000000000710542735760100185871124267578125,9.82000000000000028421709430404007434844970703125,9.6699999999999999289457264239899814128875732421875,3,Diam magna integer blandit nulla aliquam laoreet eu per? Euismod dictumst eros mi interdum! Elementum.,5.71999999999999975131004248396493494510650634765625,8.410000000000000142108547152020037174224853515625,6.6500000000000003552713678800500929355621337890625,9,Venenatis! Lacus. Culpa tempus lorem natoque dignissim accusamus tincidunt ultricies culpa pharetra auctor euismod.,7,7.21999999999999975131004248396493494510650634765625,9.199999999999999289457264239899814128875732421875,8,Morbi. Porta fermentum metus aliquet eleifend primis suscipit enim tempora maecenas! Ullamcorper.,8.6300000000000007815970093361102044582366943359375,9.8800000000000007815970093361102044582366943359375,8.67999999999999971578290569595992565155029296875,23,0,50-64,Transgender,,Bachelor's degree,Moderately carefully,,static,scatter arrows,,,,,,,
2021-08-15 08:46:06,2021-08-15 08:46:06,Survey Test,,100,0,True,2021-08-15 08:46:06,R_egjcyP45ENY6vYy,,,,,42.34979248046875,-71.07649993896484375,test,,4.19000000000000039079850466805510222911834716796875,7.20000000000000017763568394002504646778106689453125,9.3499999999999996447286321199499070644378662109375,48,3.109999999999999875655021241982467472553253173828125,5.410000000000000142108547152020037174224853515625,8.949999999999999289457264239899814128875732421875,42,Aliquam maecenas duis nonummy! Facilisi eget volutpat pede tortor augue etiam. Massa cursus eros diam.,0.84999999999999997779553950749686919152736663818359375,9.910000000000000142108547152020037174224853515625,4.87000000000000010658141036401502788066864013671875,32,7.730000000000000426325641456060111522674560546875,9.7599999999999997868371792719699442386627197265625,8.519999999999999573674358543939888477325439453125,8,Mattis ante morbi massa primis vulputate a consectetuer velit facilisis leo ligula lorem! Pede ab.,2.37000000000000010658141036401502788066864013671875,9.4900000000000002131628207280300557613372802734375,2.439999999999999946709294817992486059665679931640625,1,"Amet neque tellus elit. Elementum? Elit dapibus wisi? Turpis, consequat dolorem tempora.",6.38999999999999968025576890795491635799407958984375,9.5999999999999996447286321199499070644378662109375,7.9199999999999999289457264239899814128875732421875,37,"Dolorem luctus tincidunt. Amet amet, vel dui odio, neque arcu! Ullamcorper porttitor duis.",6.7400000000000002131628207280300557613372802734375,7.0099999999999997868371792719699442386627197265625,9.8699999999999992184029906638897955417633056640625,38,Eleifend vel dapibus natoque! Quis porta tempus temporibus. Pretium phasellus.,7.980000000000000426325641456060111522674560546875,9.8300000000000000710542735760100185871124267578125,9.9900000000000002131628207280300557613372802734375,19,Justo tellus euismod nunc gravida elit magnis tortor curabitur risus pretium. Et. Justo commodo nunc.,7.9000000000000003552713678800500929355621337890625,9.0600000000000004973799150320701301097869873046875,9.3800000000000007815970093361102044582366943359375,15,Posuere eros curabitur ultrices velit massa suspendisse molestie. Tempora ab ante. Pellentesque consequat.,7.62000000000000010658141036401502788066864013671875,9.8499999999999996447286321199499070644378662109375,8.449999999999999289457264239899814128875732421875,13,8,18-29,Transgender,,Bachelor's degree,Slightly carefully,,static,scatter arrows,,,,,,,
2021-08-15 08:46:06,2021-08-15 08:46:07,Survey Test,,100,1,True,2021-08-15 08:46:07,R_22ZG6Sb1uPWERtY,,,,,42.34979248046875,-71.07649993896484375,test,,1.2399999999999999911182158029987476766109466552734375,6.28000000000000024868995751603506505489349365234375,4.11000000000000031974423109204508364200592041015625,39,3.20000000000000017763568394002504646778106689453125,5.6699999999999999289457264239899814128875732421875,3.5800000000000000710542735760100185871124267578125,42,"Tincidunt, aliquam praesent iaculis quis vulputate purus. A lorem. Accusamus! Consequat.",7.54999999999999982236431605997495353221893310546875,9.1199999999999992184029906638897955417633056640625,8.0299999999999993605115378159098327159881591796875,17,0.1700000000000000122124532708767219446599483489990234375,5.96999999999999975131004248396493494510650634765625,8.449999999999999289457264239899814128875732421875,34,Facilisis malesuada? Risus dictumst consectetuer tincidunt. Molestie imperdiet. Porta eget sapien cras temporibus. Commodo.,6.88999999999999968025576890795491635799407958984375,9.1699999999999999289457264239899814128875732421875,8.949999999999999289457264239899814128875732421875,47,Tellus cursus at tellus aenean arcu dui ipsum. Vitae culpa urna. Est et.,8.8699999999999992184029906638897955417633056640625,9.9700000000000006394884621840901672840118408203125,9.300000000000000710542735760100185871124267578125,17,"Ante aenean laoreet, montes! Elit magna. Tempus. Bibendum nec. Luctus.",5.95999999999999996447286321199499070644378662109375,7.38999999999999968025576890795491635799407958984375,7.5,40,"Pretium rutrum. Magnis magnis cursus gravida felis, turpis fermentum! Ultrices pretium porttitor, pharetra.",3.87999999999999989341858963598497211933135986328125,5.20000000000000017763568394002504646778106689453125,6.37999999999999989341858963598497211933135986328125,25,"Montes culpa at? Nonummy mi nibh leo? Erat laoreet etiam, nibh est. Tempora convallis curabitur.",4.019999999999999573674358543939888477325439453125,4.5999999999999996447286321199499070644378662109375,5.78000000000000024868995751603506505489349365234375,26,Porta auctor sagittis ante molestie egestas proin pharetra ullamcorper dui facilisi.,3.37000000000000010658141036401502788066864013671875,9.32000000000000028421709430404007434844970703125,5.089999999999999857891452847979962825775146484375,47,5,18-29,Transgender,,Graduate or professional degree,Not at all carefully,,static,scatter arrows,,,,,,,
2021-08-15 08:46:07,2021-08-15 08:46:07,Survey Test,,100,0,True,2021-08-15 08:46:07,R_2iysLETSzGVXf6K,,,,,42.34979248046875,-71.07649993896484375,test,,2.4900000000000002131628207280300557613372802734375,6.70999999999999996447286321199499070644378662109375,7.480000000000000426325641456060111522674560546875,48,9.8900000000000005684341886080801486968994140625,9.9700000000000006394884621840901672840118408203125,9.9900000000000002131628207280300557613372802734375,17,Auctor eros auctor platea eu ultricies dolorem. Convallis nulla ridiculus velit felis.,6.05999999999999960920149533194489777088165283203125,7.37000000000000010658141036401502788066864013671875,6.21999999999999975131004248396493494510650634765625,10,5.44000000000000039079850466805510222911834716796875,8.730000000000000426325641456060111522674560546875,8.3599999999999994315658113919198513031005859375,42,"Commodo ultrices cras nibh eget porta erat molestie. Luctus, dictumst pretium.",7.13999999999999968025576890795491635799407958984375,9.92999999999999971578290569595992565155029296875,7.21999999999999975131004248396493494510650634765625,38,Per mauris imperdiet fringilla morbi pretium ab fermentum platea vestibulum convallis morbi dolor consectetuer euismod.,8.3699999999999992184029906638897955417633056640625,9.4700000000000006394884621840901672840118408203125,9.8300000000000000710542735760100185871124267578125,27,Venenatis accumsan phasellus enim! Nibh tempora est viverra pharetra per.,0.520000000000000017763568394002504646778106689453125,6.6500000000000003552713678800500929355621337890625,5.75,22,"Eu tempora amet placerat posuere, vestibulum per purus enim erat.",4.9000000000000003552713678800500929355621337890625,7.44000000000000039079850466805510222911834716796875,7.82000000000000028421709430404007434844970703125,30,"Est. Porta potenti volutpat. Accusamus duis vulputate euismod magnis enim, erat mauris commodo. Vehicula.",3.859999999999999875655021241982467472553253173828125,4.5800000000000000710542735760100185871124267578125,7.19000000000000039079850466805510222911834716796875,38,Lorem auctor ligula at eros nibh mattis? Felis. Lorem eleifend arcu ultricies malesuada.,7.5999999999999996447286321199499070644378662109375,8.4000000000000003552713678800500929355621337890625,9.8499999999999996447286321199499070644378662109375,34,3,40-49,Female,,Bachelor's degree,Slightly carefully,,static,scatter arrows,,,,,,,
2021-08-15 08:46:07,2021-08-15 08:46:08,Survey Test,,100,1,True,2021-08-15 08:46:08,R_6MtB165TQRXQdgi,,,,,42.34979248046875,-71.07649993896484375,test,,2.220000000000000195399252334027551114559173583984375,7.839999999999999857891452847979962825775146484375,9.6300000000000007815970093361102044582366943359375,15,3.62999999999999989341858963598497211933135986328125,9.8800000000000007815970093361102044582366943359375,9.3800000000000007815970093361102044582366943359375,35,Eleifend morbi porta duis blandit. Fringilla porta! Tincidunt montes mi. Sed laoreet aenean porttitor odio.,5.62999999999999989341858963598497211933135986328125,5.87999999999999989341858963598497211933135986328125,9.6500000000000003552713678800500929355621337890625,35,0.560000000000000053290705182007513940334320068359375,0.92000000000000003996802888650563545525074005126953125,9.8900000000000005684341886080801486968994140625,26,Magnis justo montes aliquam. Eget tempor dolor. Eget felis non.,9,9.0600000000000004973799150320701301097869873046875,10,47,Molestie sodales! Accumsan duis! Pretium aliquet massa erat laoreet primis.,7.8499999999999996447286321199499070644378662109375,9.6099999999999994315658113919198513031005859375,8.339999999999999857891452847979962825775146484375,44,Lorem! Ultricies eleifend aliquet dictumst dolorem vehicula convallis etiam felis facilisis porta sit nunc id.,0.1700000000000000122124532708767219446599483489990234375,2.140000000000000124344978758017532527446746826171875,4.089999999999999857891452847979962825775146484375,33,Non morbi nibh vel. Risus viverra tellus auctor orci atque.,9.8499999999999996447286321199499070644378662109375,9.949999999999999289457264239899814128875732421875,9.8499999999999996447286321199499070644378662109375,3,"Enim? Lorem? Vivamus luctus, vestibulum vel erat. Iaculis? Amet ridiculus ante ac. Temporibus cras dapibus.",5.32000000000000028421709430404007434844970703125,7.44000000000000039079850466805510222911834716796875,5.79000000000000003552713678800500929355621337890625,0,Felis aenean quis imperdiet duis! Dapibus facilisi nullam massa fusce risus vel.,3.29000000000000003552713678800500929355621337890625,8.910000000000000142108547152020037174224853515625,7.660000000000000142108547152020037174224853515625,30,1,40-49,Male,,Some college or associate's degree,Slightly carefully,,static,scatter arrows,,,,,,,
2021-08-15 08:46:08,2021-08-15 08:46:08,Survey Test,,100,0,True,2021-08-15 08:46:08,R_6ulCUJ7zIvrhxs2,,,,,42.34979248046875,-71.07649993896484375,test,,4.6699999999999999289457264239899814128875732421875,7.2599999999999997868371792719699442386627197265625,6.230000000000000426325641456060111522674560546875,36,3.729999999999999982236431605997495353221893310546875,5.38999999999999968025576890795491635799407958984375,6.5099999999999997868371792719699442386627197265625,1,Accumsan tempus est? Est phasellus sodales tempus! Convallis velit posuere? Mattis.,6.53000000000000024868995751603506505489349365234375,8.0600000000000004973799150320701301097869873046875,6.839999999999999857891452847979962825775146484375,42,3.910000000000000142108547152020037174224853515625,6.8300000000000000710542735760100185871124267578125,7.910000000000000142108547152020037174224853515625,17,"Augue bibendum. Potenti? Phasellus atque vehicula augue aliquet. Sed aliquam! Mi sodales, vestibulum consequat.",0.0899999999999999966693309261245303787291049957275390625,2.37000000000000010658141036401502788066864013671875,5.28000000000000024868995751603506505489349365234375,13,"Quam ab bibendum ipsum tempora augue primis, sodales ante curabitur. Nunc. Euismod facilisi.",0.25,2.279999999999999804600747665972448885440826416015625,6.70999999999999996447286321199499070644378662109375,3,Suscipit per iaculis! Quis nunc. Vel quis quam odio? Consequat fermentum sit.,4.410000000000000142108547152020037174224853515625,7,4.4199999999999999289457264239899814128875732421875,12,"Velit, ab tellus sed lorem non. Convallis accumsan dapibus tempus maecenas leo ac? Integer primis.",7.980000000000000426325641456060111522674560546875,8.6899999999999995026200849679298698902130126953125,8.410000000000000142108547152020037174224853515625,40,"Nibh pellentesque laoreet cras dolor pellentesque nulla ridiculus. Molestie purus, mi vitae.",9.9399999999999995026200849679298698902130126953125,9.9900000000000002131628207280300557613372802734375,9.980000000000000426325641456060111522674560546875,8,Cursus vehicula! Atque platea? Euismod molestie imperdiet facilisi vel dignissim eleifend convallis.,3.140000000000000124344978758017532527446746826171875,9.3499999999999996447286321199499070644378662109375,6.80999999999999960920149533194489777088165283203125,9,7,30-39,Transgender,,Some college or associate's degree,Carefully,,static,scatter arrows,,,,,,,
